County,County Code,UCD - Drug/Alcohol Induced,UCD - Drug/Alcohol Induced Code,UCD - Drug/Alcohol Induced Cause,UCD - Drug/Alcohol Induced Cause Code,MCD - Drug/Alcohol Induced,MCD - Drug/Alcohol Induced Code,MCD - Drug/Alcohol Induced Cause,MCD - Drug/Alcohol Induced Cause Code,Deaths,Population,Crude Rate
"Polk County, OR",41053,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,17,89805,Unreliable
"Tillamook County, OR",41057,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,27417,Unreliable
"Tillamook County, OR",41057,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,11,27417,Unreliable
"Umatilla County, OR",41059,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,80053,Unreliable
"Umatilla County, OR",41059,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,15,80053,Unreliable
"Wasco County, OR",41065,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,26333,Unreliable
"Wasco County, OR",41065,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,10,26333,Unreliable
"Washington County, OR",41067,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,99,598865,16.5
"Washington County, OR",41067,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,74,598865,12.4
"Washington County, OR",41067,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,14,598865,Unreliable
"Washington County, OR",41067,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,All other alcohol-induced causes,A9,12,598865,Unreliable
"Washington County, OR",41067,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,99,598865,16.5
"Yamhill County, OR",41071,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,108644,19.3
"Yamhill County, OR",41071,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,17,108644,Unreliable
"Yamhill County, OR",41071,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,21,108644,19.3
"Adams County, PA",42001,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,106748,Unreliable
"Adams County, PA",42001,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,12,106748,Unreliable
"Allegheny County, PA",42003,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,588,1224825,48
"Allegheny County, PA",42003,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,45,1224825,3.7
"Allegheny County, PA",42003,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,135,1224825,11
"Allegheny County, PA",42003,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,All other alcohol-induced causes,A9,38,1224825,3.1
"Allegheny County, PA",42003,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,588,1224825,48
"Allegheny County, PA",42003,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,26,1224825,2.1
"Allegheny County, PA",42003,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,26,1224825,2.1
"Armstrong County, PA",42005,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,64074,35.9
"Armstrong County, PA",42005,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,23,64074,35.9
"Beaver County, PA",42007,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,71,165631,42.9
"Beaver County, PA",42007,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,10,165631,Unreliable
"Beaver County, PA",42007,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,71,165631,42.9
"Berks County, PA",42011,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,113,432821,26.1
"Berks County, PA",42011,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,19,432821,Unreliable
"Berks County, PA",42011,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,113,432821,26.1
"Berks County, PA",42011,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,10,432821,Unreliable
"Berks County, PA",42011,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,10,432821,Unreliable
"Blair County, PA",42013,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,50,120273,41.6
"Blair County, PA",42013,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,11,120273,Unreliable
"Blair County, PA",42013,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,50,120273,41.6
"Bradford County, PA",42015,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,59695,Unreliable
"Bradford County, PA",42015,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,14,59695,Unreliable
"Bucks County, PA",42017,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,154,645984,23.8
"Bucks County, PA",42017,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,34,645984,5.3
"Bucks County, PA",42017,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,16,645984,Unreliable
"Bucks County, PA",42017,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,154,645984,23.8
"Bucks County, PA",42017,Drug-induced causes,D,All other drug-induced causes,D9,Drug-induced causes,D,All other drug-induced causes,D9,12,645984,Unreliable
"Butler County, PA",42019,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,44,198413,22.2
"Butler County, PA",42019,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,44,198413,22.2
"Cambria County, PA",42021,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,67,130668,51.3
"Cambria County, PA",42021,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,67,130668,51.3
"Carbon County, PA",42025,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,26,65458,39.7
"Carbon County, PA",42025,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,11,65458,Unreliable
"Carbon County, PA",42025,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,26,65458,39.7
"Chester County, PA",42029,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,89,549784,16.2
"Chester County, PA",42029,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,23,549784,4.2
"Chester County, PA",42029,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,20,549784,3.6
"Chester County, PA",42029,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,89,549784,16.2
"Clarion County, PA",42031,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,36970,Unreliable
"Clarion County, PA",42031,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,14,36970,Unreliable
"Clearfield County, PA",42033,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,25,77090,32.4
"Clearfield County, PA",42033,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,25,77090,32.4
"Columbia County, PA",42037,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,65439,Unreliable
"Columbia County, PA",42037,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,19,65439,Unreliable
"Crawford County, PA",42039,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,25,82001,30.5
"Crawford County, PA",42039,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,25,82001,30.5
"Cumberland County, PA",42041,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,32,270738,11.8
"Cumberland County, PA",42041,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,27,270738,10
"Cumberland County, PA",42041,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,32,270738,11.8
"Dauphin County, PA",42043,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,102,289234,35.3
"Dauphin County, PA",42043,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,102,289234,35.3
"Delaware County, PA",42045,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,191,576720,33.1
"Delaware County, PA",42045,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,116,576720,20.1
"Delaware County, PA",42045,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,32,576720,5.5
"Delaware County, PA",42045,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,191,576720,33.1
"Elk County, PA",42047,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,30198,Unreliable
"Elk County, PA",42047,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,11,30198,Unreliable
"Elk County, PA",42047,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,16,30198,Unreliable
"Erie County, PA",42049,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,107,267571,40
"Erie County, PA",42049,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,39,267571,14.6
"Erie County, PA",42049,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,12,267571,Unreliable
"Erie County, PA",42049,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,All other alcohol-induced causes,A9,11,267571,Unreliable
"Erie County, PA",42049,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,107,267571,40
"Fayette County, PA",42051,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,78,123915,62.9
"Fayette County, PA",42051,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,22,123915,17.8
"Fayette County, PA",42051,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,11,123915,Unreliable
"Fayette County, PA",42051,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,All other alcohol-induced causes,A9,16,123915,Unreliable
"Fayette County, PA",42051,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,78,123915,62.9
"Franklin County, PA",42055,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,26,157854,16.5
"Franklin County, PA",42055,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,11,157854,Unreliable
"Franklin County, PA",42055,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,All other alcohol-induced causes,A9,10,157854,Unreliable
"Franklin County, PA",42055,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,26,157854,16.5
"Greene County, PA",42059,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,34357,Unreliable
"Greene County, PA",42059,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,13,34357,Unreliable
"Indiana County, PA",42063,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,26,83094,31.3
"Indiana County, PA",42063,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,26,83094,31.3
"Lackawanna County, PA",42069,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,73,216123,33.8
"Lackawanna County, PA",42069,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,10,216123,Unreliable
"Lackawanna County, PA",42069,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,73,216123,33.8
"Lancaster County, PA",42071,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,80,558589,14.3
"Lancaster County, PA",42071,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,80,558589,14.3
"Lancaster County, PA",42071,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,11,558589,Unreliable
"Lancaster County, PA",42071,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,11,558589,Unreliable
"Lawrence County, PA",42073,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,60,84472,71
"Lawrence County, PA",42073,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,12,84472,Unreliable
"Lawrence County, PA",42073,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,60,84472,71
"Lebanon County, PA",42075,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,36,144252,25
"Lebanon County, PA",42075,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,36,144252,25
"Lehigh County, PA",42077,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,118,377754,31.2
"Lehigh County, PA",42077,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,14,377754,Unreliable
"Lehigh County, PA",42077,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,20,377754,5.3
"Lehigh County, PA",42077,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,All other alcohol-induced causes,A9,18,377754,Unreliable
"Lehigh County, PA",42077,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,118,377754,31.2
"Luzerne County, PA",42079,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,130,327388,39.7
"Luzerne County, PA",42079,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,46,327388,14.1
"Luzerne County, PA",42079,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,130,327388,39.7
"Lycoming County, PA",42081,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,112724,Unreliable
"Lycoming County, PA",42081,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,10,112724,Unreliable
"Lycoming County, PA",42081,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,19,112724,Unreliable
"Mercer County, PA",42085,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,36,108503,33.2
"Mercer County, PA",42085,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,24,108503,22.1
"Mercer County, PA",42085,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,36,108503,33.2
"Monroe County, PA",42089,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,60,166053,36.1
"Monroe County, PA",42089,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,60,166053,36.1
"Montgomery County, PA",42091,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,148,868742,17
"Montgomery County, PA",42091,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,33,868742,3.8
"Montgomery County, PA",42091,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,20,868742,2.3
"Montgomery County, PA",42091,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,148,868742,17
"Montgomery County, PA",42091,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,15,868742,Unreliable
"Montgomery County, PA",42091,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,15,868742,Unreliable
"Northampton County, PA",42095,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,76,319091,23.8
"Northampton County, PA",42095,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,48,319091,15
"Northampton County, PA",42095,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,11,319091,Unreliable
"Northampton County, PA",42095,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,76,319091,23.8
"Northampton County, PA",42095,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,12,319091,Unreliable
"Northampton County, PA",42095,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,12,319091,Unreliable
"Northumberland County, PA",42097,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,28,90120,31.1
"Northumberland County, PA",42097,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,14,90120,Unreliable
"Northumberland County, PA",42097,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,28,90120,31.1
"Philadelphia County, PA",42101,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,1156,1550542,74.6
"Philadelphia County, PA",42101,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,991,1550542,63.9
"Philadelphia County, PA",42101,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,163,1550542,10.5
"Philadelphia County, PA",42101,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,All other alcohol-induced causes,A9,22,1550542,1.4
"Philadelphia County, PA",42101,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1156,1550542,74.6
"Philadelphia County, PA",42101,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,12,1550542,Unreliable
"Philadelphia County, PA",42101,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,12,1550542,Unreliable
"Philadelphia County, PA",42101,Drug-induced causes,D,All other drug-induced causes,D9,Drug-induced causes,D,All other drug-induced causes,D9,23,1550542,1.5
